"","date","depth","treatment","plot","variable2","value"
"5214",2019-04-21,"0-10","W",6,"moisture",0.312321522222222
"5215",2019-04-22,"0-10","W",6,"moisture",0.388641656944444
"5216",2019-04-23,"0-10","W",6,"moisture",0.396891471111111
"5217",2017-02-14,"20-30","W",6,"moisture",0.381893783888889
"5218",2017-02-27,"20-30","W",6,"moisture",0.372160626923077
"5219",2017-03-13,"20-30","W",6,"moisture",0.390843851190476
"5220",2017-03-24,"20-30","W",6,"moisture",0.408685244444444
"5221",2017-04-13,"20-30","W",6,"moisture",0.402624031666667
"5222",2017-05-06,"20-30","W",6,"moisture",0.415732291666667
"5223",2017-05-23,"20-30","W",6,"moisture",0.370425295555556
"5224",2017-06-09,"20-30","W",6,"moisture",0.403507967916667
"5225",2017-06-26,"20-30","W",6,"moisture",0.400223733035714
"5226",2017-07-11,"20-30","W",6,"moisture",0.409081349444444
"5227",2017-07-24,"20-30","W",6,"moisture",0.39535293525641
"5228",2017-08-06,"20-30","W",6,"moisture",0.411472882371795
"5229",2017-08-22,"20-30","W",6,"moisture",0.412685382175926
"5230",2017-09-21,"20-30","W",6,"moisture",0.423385208531746
"5231",2017-10-20,"20-30","W",6,"moisture",0.425629950555556
"5232",2017-11-05,"20-30","W",6,"moisture",0.432803373333333
"5233",2017-11-22,"20-30","W",6,"moisture",0.428152633752465
"5234",2017-12-05,"20-30","W",6,"moisture",0.427452518269231
"5235",2017-12-20,"20-30","W",6,"moisture",0.428491875833333
"5236",2018-01-03,"20-30","W",6,"moisture",0.4307322875
"5237",2018-01-18,"20-30","W",6,"moisture",0.435211589903347
"5238",2018-01-31,"20-30","W",6,"moisture",0.433821533012821
"5239",2018-02-15,"20-30","W",6,"moisture",0.434878103888889
"5240",2018-02-27,"20-30","W",6,"moisture",0.433924365833333
"5241",2018-03-16,"20-30","W",6,"moisture",0.413183710575181
"5242",2018-04-04,"20-30","W",6,"moisture",0.415942730835921
"5243",2018-04-18,"20-30","W",6,"moisture",0.427199191071429
"5244",2018-05-02,"20-30","W",6,"moisture",0.432050482142857
"5245",2018-05-16,"20-30","W",6,"moisture",0.415617799537037
"5246",2018-05-30,"20-30","W",6,"moisture",0.39715095218254
"5247",2018-06-14,"20-30","W",6,"moisture",0.383966303888889
"5248",2018-06-27,"20-30","W",6,"moisture",0.4041125
"5249",2018-07-04,"20-30","W",6,"moisture",0.3520062375
"5250",2018-07-05,"20-30","W",6,"moisture",0.34374125
"5251",2018-07-06,"20-30","W",6,"moisture",0.336963583333333
"5252",2018-07-07,"20-30","W",6,"moisture",0.330085204166667
"5253",2018-07-08,"20-30","W",6,"moisture",0.32620245
"5254",2018-07-09,"20-30","W",6,"moisture",0.394348616666667
"5255",2018-07-10,"20-30","W",6,"moisture",0.425485020833333
"5256",2018-07-11,"20-30","W",6,"moisture",0.407941065217391
"5257",2018-07-12,"20-30","W",6,"moisture",0.398180825
"5258",2018-07-13,"20-30","W",6,"moisture",0.390121129166667
"5259",2018-07-14,"20-30","W",6,"moisture",0.382579495833333
"5260",2018-07-15,"20-30","W",6,"moisture",0.3947191125
"5261",2018-07-16,"20-30","W",6,"moisture",0.429140604166667
"5262",2018-07-17,"20-30","W",6,"moisture",0.419397008333333
"5263",2018-07-18,"20-30","W",6,"moisture",0.4227044625
"5264",2018-07-19,"20-30","W",6,"moisture",0.429798979166667
"5265",2018-07-20,"20-30","W",6,"moisture",0.424165908333333
"5266",2018-07-21,"20-30","W",6,"moisture",0.407967645833333
"5267",2018-07-22,"20-30","W",6,"moisture",0.398534641666667
"5268",2018-07-23,"20-30","W",6,"moisture",0.401102025
"5269",2018-07-24,"20-30","W",6,"moisture",0.420606491666667
"5270",2018-07-25,"20-30","W",6,"moisture",0.416320929166667
"5271",2018-07-26,"20-30","W",6,"moisture",0.425136583333333
"5272",2018-07-27,"20-30","W",6,"moisture",0.416150929166667
"5273",2018-07-28,"20-30","W",6,"moisture",0.403553375
"5274",2018-07-29,"20-30","W",6,"moisture",0.394894991666667
"5275",2018-07-30,"20-30","W",6,"moisture",0.3900068875
"5276",2018-07-31,"20-30","W",6,"moisture",0.3883004125
"5277",2018-08-01,"20-30","W",6,"moisture",0.3874531625
"5278",2018-08-02,"20-30","W",6,"moisture",0.420391291666667
"5279",2018-08-03,"20-30","W",6,"moisture",0.406488770833333
"5280",2018-08-04,"20-30","W",6,"moisture",0.403875729166667
"5281",2018-08-05,"20-30","W",6,"moisture",0.416940775
"5282",2018-08-06,"20-30","W",6,"moisture",0.406201025
"5283",2018-08-07,"20-30","W",6,"moisture",0.396035541666667
"5284",2018-08-08,"20-30","W",6,"moisture",0.3844494875
"5285",2018-08-09,"20-30","W",6,"moisture",0.372119366666667
"5286",2018-08-10,"20-30","W",6,"moisture",0.359859191666667
"5287",2018-08-11,"20-30","W",6,"moisture",0.351759779166667
"5288",2018-08-12,"20-30","W",6,"moisture",0.382209133333333
"5289",2018-08-13,"20-30","W",6,"moisture",0.399588179166667
"5290",2018-08-14,"20-30","W",6,"moisture",0.396196379166667
"5291",2018-08-15,"20-30","W",6,"moisture",0.387729483333333
"5292",2018-08-16,"20-30","W",6,"moisture",0.410028879166667
"5293",2018-08-17,"20-30","W",6,"moisture",0.425225916666667
"5294",2018-08-18,"20-30","W",6,"moisture",0.421999558333333
"5295",2018-08-19,"20-30","W",6,"moisture",0.4075753375
"5296",2018-08-20,"20-30","W",6,"moisture",0.396980479166667
"5297",2018-08-21,"20-30","W",6,"moisture",0.405993933333333
"5298",2018-08-22,"20-30","W",6,"moisture",0.421244525
"5299",2018-08-23,"20-30","W",6,"moisture",0.4347228375
"5300",2018-08-24,"20-30","W",6,"moisture",0.4335405375
"5301",2018-08-25,"20-30","W",6,"moisture",0.421836608333333
"5302",2018-08-26,"20-30","W",6,"moisture",0.423608079166667
"5303",2018-08-27,"20-30","W",6,"moisture",0.41136955
"5304",2018-08-28,"20-30","W",6,"moisture",0.430604120833333
"5305",2018-08-29,"20-30","W",6,"moisture",0.4423991875
"5306",2018-08-30,"20-30","W",6,"moisture",0.437006875
"5307",2018-08-31,"20-30","W",6,"moisture",0.429936395833333
"5308",2018-09-01,"20-30","W",6,"moisture",0.417402125
"5309",2018-09-02,"20-30","W",6,"moisture",0.419257145833333
"5310",2018-09-03,"20-30","W",6,"moisture",0.4346032875
"5311",2018-09-04,"20-30","W",6,"moisture",0.428644670833333
"5312",2018-09-05,"20-30","W",6,"moisture",0.419177279166667
"5313",2018-09-06,"20-30","W",6,"moisture",0.413657395833333
"5314",2018-09-07,"20-30","W",6,"moisture",0.407825275
"5315",2018-09-08,"20-30","W",6,"moisture",0.4030243875
"5316",2018-09-09,"20-30","W",6,"moisture",0.398065641666667
"5317",2018-09-10,"20-30","W",6,"moisture",0.392217545833333
"5318",2018-09-11,"20-30","W",6,"moisture",0.386837975
"5319",2018-09-12,"20-30","W",6,"moisture",0.381931654166667
"5320",2018-09-13,"20-30","W",6,"moisture",0.38405335
"5321",2018-09-14,"20-30","W",6,"moisture",0.405037645833333
"5322",2018-09-15,"20-30","W",6,"moisture",0.431588004166667
"5323",2018-09-16,"20-30","W",6,"moisture",0.42319575
"5324",2018-09-17,"20-30","W",6,"moisture",0.415074641666667
"5325",2018-09-18,"20-30","W",6,"moisture",0.413103
"5326",2018-09-19,"20-30","W",6,"moisture",0.412436791666667
"5327",2018-09-20,"20-30","W",6,"moisture",0.4286830125
"5328",2018-09-21,"20-30","W",6,"moisture",0.418071004166667
"5329",2018-09-22,"20-30","W",6,"moisture",0.410971491666667
"5330",2018-09-23,"20-30","W",6,"moisture",0.4063337625
"5331",2018-09-24,"20-30","W",6,"moisture",0.406164475
"5332",2018-09-25,"20-30","W",6,"moisture",0.437078266666667
"5333",2018-09-26,"20-30","W",6,"moisture",0.4293128625
"5334",2018-09-27,"20-30","W",6,"moisture",0.418780554166667
"5335",2018-09-28,"20-30","W",6,"moisture",0.434436233333333
"5336",2018-09-29,"20-30","W",6,"moisture",0.439682308333333
"5337",2018-09-30,"20-30","W",6,"moisture",0.426127241666667
"5338",2018-10-01,"20-30","W",6,"moisture",0.415444070833333
"5339",2018-10-02,"20-30","W",6,"moisture",0.409590125
"5340",2018-10-03,"20-30","W",6,"moisture",0.406787979166667
"5341",2018-10-04,"20-30","W",6,"moisture",0.403922166666667
"5342",2018-10-05,"20-30","W",6,"moisture",0.417117620833333
"5343",2018-10-06,"20-30","W",6,"moisture",0.428767770833333
"5344",2018-10-07,"20-30","W",6,"moisture",0.432310116666667
"5345",2018-10-08,"20-30","W",6,"moisture",0.423227825
"5346",2018-10-09,"20-30","W",6,"moisture",0.421509004166667
"5347",2018-10-10,"20-30","W",6,"moisture",0.4332230125
"5348",2018-10-11,"20-30","W",6,"moisture",0.419316270833333
"5349",2018-10-12,"20-30","W",6,"moisture",0.420307008333333
"5350",2018-10-13,"20-30","W",6,"moisture",0.435346304166667
"5351",2018-10-14,"20-30","W",6,"moisture",0.430103470833333
"5352",2018-10-15,"20-30","W",6,"moisture",0.437727458333333
"5353",2018-10-16,"20-30","W",6,"moisture",0.430015979166667
"5354",2018-10-17,"20-30","W",6,"moisture",0.427042591666667
"5355",2018-10-18,"20-30","W",6,"moisture",0.4238129375
"5356",2018-10-19,"20-30","W",6,"moisture",0.4197061125
"5357",2018-10-20,"20-30","W",6,"moisture",0.415573591666667
"5358",2018-10-21,"20-30","W",6,"moisture",0.411356258333333
"5359",2018-10-22,"20-30","W",6,"moisture",0.410275791666667
"5360",2018-10-23,"20-30","W",6,"moisture",0.432067204166667
"5361",2018-10-24,"20-30","W",6,"moisture",0.42891035
"5362",2018-10-25,"20-30","W",6,"moisture",0.4209860875
"5363",2018-10-26,"20-30","W",6,"moisture",0.415672216666667
"5364",2018-10-27,"20-30","W",6,"moisture",0.410643295833333
"5365",2018-10-28,"20-30","W",6,"moisture",0.404984333333333
"5366",2018-10-29,"20-30","W",6,"moisture",0.399731183333333
"5367",2018-10-30,"20-30","W",6,"moisture",0.394986154166667
"5368",2018-10-31,"20-30","W",6,"moisture",0.3904253
"5369",2018-11-01,"20-30","W",6,"moisture",0.385941216666667
"5370",2018-11-02,"20-30","W",6,"moisture",0.399370145833333
"5371",2018-11-03,"20-30","W",6,"moisture",0.40186685
"5372",2018-11-04,"20-30","W",6,"moisture",0.439913475
"5373",2018-11-05,"20-30","W",6,"moisture",0.441426854166667
"5374",2018-11-06,"20-30","W",6,"moisture",0.437178720833333
"5375",2018-11-07,"20-30","W",6,"moisture",0.433662458333333
"5376",2018-11-08,"20-30","W",6,"moisture",0.4338741875
"5377",2018-11-09,"20-30","W",6,"moisture",0.424585554166667
"5378",2018-11-10,"20-30","W",6,"moisture",0.4217205375
"5379",2018-11-11,"20-30","W",6,"moisture",0.438798504166667
"5380",2018-11-12,"20-30","W",6,"moisture",0.438757154166667
"5381",2018-11-13,"20-30","W",6,"moisture",0.436247279166667
"5382",2018-11-14,"20-30","W",6,"moisture",0.439600745833333
"5383",2018-11-15,"20-30","W",6,"moisture",0.436989491666667
"5384",2018-11-16,"20-30","W",6,"moisture",0.436434745833333
"5385",2018-11-17,"20-30","W",6,"moisture",0.436046141666667
"5386",2018-11-18,"20-30","W",6,"moisture",0.422438504166667
"5387",2018-11-19,"20-30","W",6,"moisture",0.416114679166667
"5388",2018-11-20,"20-30","W",6,"moisture",0.411208708333333
"5389",2018-11-21,"20-30","W",6,"moisture",0.409528775
"5390",2018-11-22,"20-30","W",6,"moisture",0.407847508333333
"5391",2018-11-23,"20-30","W",6,"moisture",0.403675025
"5392",2018-11-24,"20-30","W",6,"moisture",0.398889770833333
"5393",2018-11-25,"20-30","W",6,"moisture",0.3943261625
"5394",2018-11-26,"20-30","W",6,"moisture",0.389578175
"5395",2018-11-27,"20-30","W",6,"moisture",0.384365841666667
"5396",2018-11-28,"20-30","W",6,"moisture",0.379551045833333
"5397",2018-11-29,"20-30","W",6,"moisture",0.374750975
"5398",2018-11-30,"20-30","W",6,"moisture",0.369411404166667
"5399",2018-12-01,"20-30","W",6,"moisture",0.363194433333333
"5400",2018-12-02,"20-30","W",6,"moisture",0.357836295833333
"5401",2018-12-03,"20-30","W",6,"moisture",0.355642120833333
"5402",2018-12-04,"20-30","W",6,"moisture",0.359782766666667
"5403",2018-12-05,"20-30","W",6,"moisture",0.359900770833333
"5404",2018-12-06,"20-30","W",6,"moisture",0.358561783333333
"5405",2018-12-07,"20-30","W",6,"moisture",0.357433045833333
"5406",2018-12-08,"20-30","W",6,"moisture",0.366044641666667
"5407",2018-12-09,"20-30","W",6,"moisture",0.377570345833333
"5408",2018-12-10,"20-30","W",6,"moisture",0.376718541666667
"5409",2018-12-11,"20-30","W",6,"moisture",0.375773445833333
"5410",2018-12-12,"20-30","W",6,"moisture",0.373543570833333
"5411",2018-12-13,"20-30","W",6,"moisture",0.370269625
"5412",2018-12-14,"20-30","W",6,"moisture",0.371177325
"5413",2018-12-15,"20-30","W",6,"moisture",0.371229533333333
"5414",2018-12-16,"20-30","W",6,"moisture",0.372112391666667
"5415",2018-12-17,"20-30","W",6,"moisture",0.378946016666667
"5416",2018-12-18,"20-30","W",6,"moisture",0.375382779166667
"5417",2018-12-19,"20-30","W",6,"moisture",0.375436616666667
"5418",2018-12-20,"20-30","W",6,"moisture",0.388936404166667
"5419",2018-12-21,"20-30","W",6,"moisture",0.385567566666667
"5420",2018-12-22,"20-30","W",6,"moisture",0.394982533333333
"5421",2018-12-23,"20-30","W",6,"moisture",0.41207725
"5422",2018-12-24,"20-30","W",6,"moisture",0.417747291666667
"5423",2018-12-25,"20-30","W",6,"moisture",0.416313225
"5424",2018-12-26,"20-30","W",6,"moisture",0.407647691666667
"5425",2018-12-27,"20-30","W",6,"moisture",0.405535566666667
"5426",2018-12-28,"20-30","W",6,"moisture",0.425655441666667
"5427",2018-12-29,"20-30","W",6,"moisture",0.43081065
"5428",2018-12-30,"20-30","W",6,"moisture",0.419894095833333
"5429",2018-12-31,"20-30","W",6,"moisture",0.412858458333333
"5430",2019-01-01,"20-30","W",6,"moisture",0.407530795833333
"5431",2019-01-02,"20-30","W",6,"moisture",0.403070933333333
"5432",2019-01-03,"20-30","W",6,"moisture",0.398697304166667
"5433",2019-01-04,"20-30","W",6,"moisture",0.394426604166667
"5434",2019-01-05,"20-30","W",6,"moisture",0.390979358333333
"5435",2019-01-06,"20-30","W",6,"moisture",0.38767865
"5436",2019-01-07,"20-30","W",6,"moisture",0.385277891666667
"5437",2019-01-08,"20-30","W",6,"moisture",0.3818055
"5438",2019-01-09,"20-30","W",6,"moisture",0.3786191125
"5439",2019-01-10,"20-30","W",6,"moisture",0.377270720833333
"5440",2019-01-11,"20-30","W",6,"moisture",0.374341391666667
"5441",2019-01-12,"20-30","W",6,"moisture",0.370915354166667
"5442",2019-01-13,"20-30","W",6,"moisture",0.3698822125
"5443",2019-01-14,"20-30","W",6,"moisture",0.369168829166667
"5444",2019-01-15,"20-30","W",6,"moisture",0.367189920833333
"5445",2019-01-16,"20-30","W",6,"moisture",0.366422295833333
"5446",2019-01-17,"20-30","W",6,"moisture",0.428445120833333
"5447",2019-01-18,"20-30","W",6,"moisture",0.424182125
"5448",2019-01-19,"20-30","W",6,"moisture",0.4143823875
"5449",2019-01-20,"20-30","W",6,"moisture",0.4087197375
"5450",2019-01-21,"20-30","W",6,"moisture",0.407787320833333
"5451",2019-01-22,"20-30","W",6,"moisture",0.430894429166667
"5452",2019-01-23,"20-30","W",6,"moisture",0.424311316666667
"5453",2019-01-24,"20-30","W",6,"moisture",0.4316968
"5454",2019-01-25,"20-30","W",6,"moisture",0.435318516666667
"5455",2019-01-26,"20-30","W",6,"moisture",0.426623708333333
"5456",2019-01-27,"20-30","W",6,"moisture",0.419193645833333
"5457",2019-01-28,"20-30","W",6,"moisture",0.414123479166667
"5458",2019-01-29,"20-30","W",6,"moisture",0.4097586
"5459",2019-01-30,"20-30","W",6,"moisture",0.405588304166667
"5460",2019-01-31,"20-30","W",6,"moisture",0.405561025
"5461",2019-02-01,"20-30","W",6,"moisture",0.406943858333333
"5462",2019-02-02,"20-30","W",6,"moisture",0.405434304166667
"5463",2019-02-03,"20-30","W",6,"moisture",0.402736029166667
"5464",2019-02-04,"20-30","W",6,"moisture",0.410536254166667
"5465",2019-02-05,"20-30","W",6,"moisture",0.410213254166667
"5466",2019-02-06,"20-30","W",6,"moisture",0.406515454166667
"5467",2019-02-07,"20-30","W",6,"moisture",0.402581333333333
"5468",2019-02-08,"20-30","W",6,"moisture",0.3988002
"5469",2019-02-09,"20-30","W",6,"moisture",0.4000840375
"5470",2019-02-10,"20-30","W",6,"moisture",0.409511541666667
"5471",2019-02-11,"20-30","W",6,"moisture",0.411893625
"5472",2019-02-12,"20-30","W",6,"moisture",0.409844783333333
"5473",2019-02-13,"20-30","W",6,"moisture",0.405741816666667
"5474",2019-02-14,"20-30","W",6,"moisture",0.4034848625
"5475",2019-02-15,"20-30","W",6,"moisture",0.402295195833333
"5476",2019-02-16,"20-30","W",6,"moisture",0.399561270833333
"5477",2019-02-17,"20-30","W",6,"moisture",0.396669916666667
"5478",2019-02-18,"20-30","W",6,"moisture",0.3932298
"5479",2019-02-19,"20-30","W",6,"moisture",0.3898399
"5480",2019-02-20,"20-30","W",6,"moisture",0.387487904166667
"5481",2019-02-21,"20-30","W",6,"moisture",0.387626629166667
"5482",2019-02-22,"20-30","W",6,"moisture",0.386811583333333
"5483",2019-02-23,"20-30","W",6,"moisture",0.384421129166667
"5484",2019-02-24,"20-30","W",6,"moisture",0.3805875375
"5485",2019-02-25,"20-30","W",6,"moisture",0.376736870833333
"5486",2019-02-26,"20-30","W",6,"moisture",0.372804345833333
"5487",2019-02-27,"20-30","W",6,"moisture",0.373570383333333
"5488",2019-02-28,"20-30","W",6,"moisture",0.378113841666667
"5489",2019-03-01,"20-30","W",6,"moisture",0.3779118875
"5490",2019-03-02,"20-30","W",6,"moisture",0.375658445833333
"5491",2019-03-03,"20-30","W",6,"moisture",0.372328879166667
"5492",2019-03-04,"20-30","W",6,"moisture",0.37121335
"5493",2019-03-05,"20-30","W",6,"moisture",0.375456083333333
"5494",2019-03-06,"20-30","W",6,"moisture",0.374421591666667
"5495",2019-03-07,"20-30","W",6,"moisture",0.372635104166667
"5496",2019-03-08,"20-30","W",6,"moisture",0.370308920833333
"5497",2019-03-09,"20-30","W",6,"moisture",0.369500825
"5498",2019-03-10,"20-30","W",6,"moisture",0.3706469375
"5499",2019-03-11,"20-30","W",6,"moisture",0.371410270833333
"5500",2019-03-12,"20-30","W",6,"moisture",0.37168035
"5501",2019-03-13,"20-30","W",6,"moisture",0.371671079166667
"5502",2019-03-14,"20-30","W",6,"moisture",0.371328375
"5503",2019-03-15,"20-30","W",6,"moisture",0.369709579166667
"5504",2019-03-16,"20-30","W",6,"moisture",0.366889779166667
"5505",2019-03-17,"20-30","W",6,"moisture",0.362587729166667
"5506",2019-03-18,"20-30","W",6,"moisture",0.358345345833333
"5507",2019-03-19,"20-30","W",6,"moisture",0.353759345833333
"5508",2019-03-20,"20-30","W",6,"moisture",0.350513470833333
"5509",2019-03-21,"20-30","W",6,"moisture",0.349274975
"5510",2019-03-22,"20-30","W",6,"moisture",0.353110058333333
"5511",2019-03-23,"20-30","W",6,"moisture",0.397577479166667
"5512",2019-03-24,"20-30","W",6,"moisture",0.421146829166667
"5513",2019-03-25,"20-30","W",6,"moisture",0.425008975
"5514",2019-03-26,"20-30","W",6,"moisture",0.413970708333333
"5515",2019-03-27,"20-30","W",6,"moisture",0.405860095833333
"5516",2019-03-28,"20-30","W",6,"moisture",0.399123995833333
"5517",2019-03-29,"20-30","W",6,"moisture",0.392414195833333
"5518",2019-03-30,"20-30","W",6,"moisture",0.385802591666667
"5519",2019-03-31,"20-30","W",6,"moisture",0.378801970833333
"5520",2019-04-01,"20-30","W",6,"moisture",0.371928258333333
"5521",2019-04-02,"20-30","W",6,"moisture",0.3705538625
"5522",2019-04-03,"20-30","W",6,"moisture",0.372370866666667
"5523",2019-04-04,"20-30","W",6,"moisture",0.369698016666667
"5524",2019-04-05,"20-30","W",6,"moisture",0.365720395833333
"5525",2019-04-06,"20-30","W",6,"moisture",0.360031104166667
"5526",2019-04-07,"20-30","W",6,"moisture",0.3536969
"5527",2019-04-08,"20-30","W",6,"moisture",0.347128420833333
"5528",2019-04-09,"20-30","W",6,"moisture",0.341767633333333
"5529",2019-04-10,"20-30","W",6,"moisture",0.3392498625
"5530",2019-04-11,"20-30","W",6,"moisture",0.340580416666667
"5531",2019-04-12,"20-30","W",6,"moisture",0.342496529166667
"5532",2019-04-13,"20-30","W",6,"moisture",0.344362495833333
"5533",2019-04-14,"20-30","W",6,"moisture",0.343505554166667
"5534",2019-04-15,"20-30","W",6,"moisture",0.342284441666667
"5535",2019-04-16,"20-30","W",6,"moisture",0.341334441666667
"5536",2019-04-17,"20-30","W",6,"moisture",0.341420133333333
"5537",2019-04-18,"20-30","W",6,"moisture",0.3408451375
"5538",2019-04-19,"20-30","W",6,"moisture",0.338601529166667
"5539",2019-04-20,"20-30","W",6,"moisture",0.334765925
"5540",2019-04-21,"20-30","W",6,"moisture",0.332146354166667
"5541",2019-04-22,"20-30","W",6,"moisture",0.3512076125
"5542",2019-04-23,"20-30","W",6,"moisture",0.350002506666667
"5543",2017-02-14,"30-40","W",6,"moisture",0.387227508333333
"5544",2017-02-27,"30-40","W",6,"moisture",0.365173330448718
"5545",2017-03-13,"30-40","W",6,"moisture",0.387700052380952
"5546",2017-03-24,"30-40","W",6,"moisture",0.402247574074074
"5547",2017-04-13,"30-40","W",6,"moisture",0.394970397222222
"5548",2017-05-06,"30-40","W",6,"moisture",0.407782181617647
"5549",2017-05-23,"30-40","W",6,"moisture",0.364587252222222
"5550",2017-06-09,"30-40","W",6,"moisture",0.393194957916667
"5551",2017-06-26,"30-40","W",6,"moisture",0.392576569345238
"5552",2017-07-11,"30-40","W",6,"moisture",0.402435414722222
"5553",2017-07-24,"30-40","W",6,"moisture",0.385512435576923
"5554",2017-08-06,"30-40","W",6,"moisture",0.402881923076923
"5555",2017-08-22,"30-40","W",6,"moisture",0.40352061412037
"5556",2017-09-21,"30-40","W",6,"moisture",0.414975218849206
"5557",2017-10-20,"30-40","W",6,"moisture",0.414984455833333
"5558",2017-11-05,"30-40","W",6,"moisture",0.423674265666667
"5559",2017-11-22,"30-40","W",6,"moisture",0.416613389373767
"5560",2017-12-05,"30-40","W",6,"moisture",0.41708880224359
"5561",2017-12-20,"30-40","W",6,"moisture",0.416427723333333
"5562",2018-01-03,"30-40","W",6,"moisture",0.418750808630952
"5563",2018-01-18,"30-40","W",6,"moisture",0.423352821842048
"5564",2018-01-31,"30-40","W",6,"moisture",0.420807125961538
"5565",2018-02-15,"30-40","W",6,"moisture",0.421551105277778
"5566",2018-02-27,"30-40","W",6,"moisture",0.4194206275
"5567",2018-03-16,"30-40","W",6,"moisture",0.400792812281785
"5568",2018-04-04,"30-40","W",6,"moisture",0.403358158022774
"5569",2018-04-18,"30-40","W",6,"moisture",0.414229441964286
"5570",2018-05-02,"30-40","W",6,"moisture",0.422004125892857
"5571",2018-05-16,"30-40","W",6,"moisture",0.399354435185185
"5572",2018-05-30,"30-40","W",6,"moisture",0.382004073544974
"5573",2018-06-14,"30-40","W",6,"moisture",0.377380875
"5574",2018-06-27,"30-40","W",6,"moisture",0.394766383333333
"5575",2018-07-04,"30-40","W",6,"moisture",0.34515145
"5576",2018-07-05,"30-40","W",6,"moisture",0.339262445833333
"5577",2018-07-06,"30-40","W",6,"moisture",0.334604420833333
"5578",2018-07-07,"30-40","W",6,"moisture",0.329919025
"5579",2018-07-08,"30-40","W",6,"moisture",0.3273125625
"5580",2018-07-09,"30-40","W",6,"moisture",0.38595795
"5581",2018-07-10,"30-40","W",6,"moisture",0.423764583333333
"5582",2018-07-11,"30-40","W",6,"moisture",0.398681560869565
"5583",2018-07-12,"30-40","W",6,"moisture",0.387631954166667
"5584",2018-07-13,"30-40","W",6,"moisture",0.378570733333333
"5585",2018-07-14,"30-40","W",6,"moisture",0.369454433333333
"5586",2018-07-15,"30-40","W",6,"moisture",0.382942208333333
"5587",2018-07-16,"30-40","W",6,"moisture",0.422136466666667
"5588",2018-07-17,"30-40","W",6,"moisture",0.4052715625
"5589",2018-07-18,"30-40","W",6,"moisture",0.408776833333333
"5590",2018-07-19,"30-40","W",6,"moisture",0.418481954166667
"5591",2018-07-20,"30-40","W",6,"moisture",0.409073266666667
"5592",2018-07-21,"30-40","W",6,"moisture",0.393447829166667
"5593",2018-07-22,"30-40","W",6,"moisture",0.383055629166667
"5594",2018-07-23,"30-40","W",6,"moisture",0.376959054166667
"5595",2018-07-24,"30-40","W",6,"moisture",0.398950954166667
"5596",2018-07-25,"30-40","W",6,"moisture",0.396678983333333
"5597",2018-07-26,"30-40","W",6,"moisture",0.4113393875
"5598",2018-07-27,"30-40","W",6,"moisture",0.402476183333333
"5599",2018-07-28,"30-40","W",6,"moisture",0.388030033333333
"5600",2018-07-29,"30-40","W",6,"moisture",0.378377191666667
"5601",2018-07-30,"30-40","W",6,"moisture",0.370273808333333
"5602",2018-07-31,"30-40","W",6,"moisture",0.365518783333333
"5603",2018-08-01,"30-40","W",6,"moisture",0.366968875
"5604",2018-08-02,"30-40","W",6,"moisture",0.410066670833333
"5605",2018-08-03,"30-40","W",6,"moisture",0.389779433333333
"5606",2018-08-04,"30-40","W",6,"moisture",0.384351929166667
"5607",2018-08-05,"30-40","W",6,"moisture",0.397150004166667
"5608",2018-08-06,"30-40","W",6,"moisture",0.384181358333333
"5609",2018-08-07,"30-40","W",6,"moisture",0.373542716666667
"5610",2018-08-08,"30-40","W",6,"moisture",0.362879916666667
"5611",2018-08-09,"30-40","W",6,"moisture",0.352601429166667
"5612",2018-08-10,"30-40","W",6,"moisture",0.3437819375
"5613",2018-08-11,"30-40","W",6,"moisture",0.336986954166667
"5614",2018-08-12,"30-40","W",6,"moisture",0.342987775
"5615",2018-08-13,"30-40","W",6,"moisture",0.344669570833333
"5616",2018-08-14,"30-40","W",6,"moisture",0.3443681875
"5617",2018-08-15,"30-40","W",6,"moisture",0.343045
"5618",2018-08-16,"30-40","W",6,"moisture",0.358474225
"5619",2018-08-17,"30-40","W",6,"moisture",0.405644766666667
"5620",2018-08-18,"30-40","W",6,"moisture",0.406473941666667
"5621",2018-08-19,"30-40","W",6,"moisture",0.389401325
"5622",2018-08-20,"30-40","W",6,"moisture",0.378168291666667
"5623",2018-08-21,"30-40","W",6,"moisture",0.373243379166667
"5624",2018-08-22,"30-40","W",6,"moisture",0.394658654166667
"5625",2018-08-23,"30-40","W",6,"moisture",0.423219775
"5626",2018-08-24,"30-40","W",6,"moisture",0.422157208333333
"5627",2018-08-25,"30-40","W",6,"moisture",0.4042811625
"5628",2018-08-26,"30-40","W",6,"moisture",0.402836416666667
"5629",2018-08-27,"30-40","W",6,"moisture",0.393333066666667
"5630",2018-08-28,"30-40","W",6,"moisture",0.414003204166667
"5631",2018-08-29,"30-40","W",6,"moisture",0.43228505
"5632",2018-08-30,"30-40","W",6,"moisture",0.426940670833333
"5633",2018-08-31,"30-40","W",6,"moisture",0.414151954166667
"5634",2018-09-01,"30-40","W",6,"moisture",0.402442570833333
"5635",2018-09-02,"30-40","W",6,"moisture",0.3983443375
"5636",2018-09-03,"30-40","W",6,"moisture",0.419154975
"5637",2018-09-04,"30-40","W",6,"moisture",0.414136091666667
"5638",2018-09-05,"30-40","W",6,"moisture",0.4044796125
"5639",2018-09-06,"30-40","W",6,"moisture",0.396677679166667
"5640",2018-09-07,"30-40","W",6,"moisture",0.390019333333333
"5641",2018-09-08,"30-40","W",6,"moisture",0.384982466666667
